client_id,Apple,Microsoft,TotalEnergies,LVMH,Airbus,BNP_Paribas,Tesla,Amazon,ETF_SP500,ETF_CAC40,ETF_Monde,ETF_Technologie,ETF_Energie_Verte,ETF_Obligations,ETF_Immobilier
CLT_13261,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
CLT_13262,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
CLT_13263,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
CLT_13264,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
CLT_13265,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
CLT_13266,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
CLT_13267,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
CLT_13268,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
CLT_13269,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
CLT_13270,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
CLT_13271,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
CLT_13272,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
CLT_13273,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
CLT_13274,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
CLT_13275,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
CLT_13276,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
CLT_13277,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0
CLT_13278,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
CLT_13279,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
CLT_13280,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
CLT_13281,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1
CLT_13282,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
CLT_13283,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CLT_13284,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0
CLT_13285,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
CLT_13286,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
CLT_13287,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
CLT_13288,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
CLT_13289,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_13290,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1
CLT_13291,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1
CLT_13292,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
CLT_13293,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
CLT_13294,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0
CLT_13295,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
CLT_13296,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1
CLT_13297,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
CLT_13298,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1
CLT_13299,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
CLT_13300,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
CLT_13301,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
CLT_13302,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
CLT_13303,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
CLT_13304,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
CLT_13305,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
CLT_13306,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1
CLT_13307,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
CLT_13308,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
CLT_13309,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
CLT_13310,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
CLT_13311,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
CLT_13312,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
CLT_13313,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
CLT_13314,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
CLT_13315,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0
CLT_13316,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
CLT_13317,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1
CLT_13318,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
CLT_13319,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
CLT_13320,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
CLT_13321,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0
CLT_13322,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
CLT_13323,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
CLT_13324,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
CLT_13325,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
CLT_13326,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
CLT_13327,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1
CLT_13328,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
CLT_13329,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
CLT_13330,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
CLT_13331,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
CLT_13332,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
CLT_13333,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1
CLT_13334,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
CLT_13335,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
CLT_13336,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
CLT_13337,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
CLT_13338,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0
CLT_13339,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
CLT_13340,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
CLT_13341,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
CLT_13342,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
CLT_13343,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
CLT_13344,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1
CLT_13345,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
CLT_13346,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
CLT_13347,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
CLT_13348,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
CLT_13349,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
CLT_13350,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
CLT_13351,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
CLT_13352,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
CLT_13353,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
CLT_13354,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
CLT_13355,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
CLT_13356,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
CLT_13357,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0
CLT_13358,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
CLT_13359,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1
CLT_13360,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
CLT_13361,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
CLT_13362,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
CLT_13363,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1
CLT_13364,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
CLT_13365,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
CLT_13366,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
CLT_13367,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
CLT_13368,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
CLT_13369,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1
CLT_13370,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
CLT_13371,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CLT_13372,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CLT_13373,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
CLT_13374,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
CLT_13375,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0
CLT_13376,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1
CLT_13377,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1
CLT_13378,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
CLT_13379,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
CLT_13380,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
CLT_13381,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
CLT_13382,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
CLT_13383,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0
CLT_13384,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0
CLT_13385,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
CLT_13386,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0
CLT_13387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CLT_13388,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1
CLT_13389,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
CLT_13390,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
CLT_13391,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
CLT_13392,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
CLT_13393,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
CLT_13394,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
CLT_13395,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
CLT_13396,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
CLT_13397,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
CLT_13398,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0
CLT_13399,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0
CLT_13400,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
CLT_13401,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
CLT_13402,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
CLT_13403,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0
CLT_13404,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CLT_13405,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
CLT_13406,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
CLT_13407,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
CLT_13408,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0
CLT_13409,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
CLT_13410,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_13411,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
CLT_13412,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
CLT_13413,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
CLT_13414,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
CLT_13415,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CLT_13416,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
CLT_13417,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
CLT_13418,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
CLT_13419,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
CLT_13420,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
CLT_13421,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
CLT_13422,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1
CLT_13423,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
CLT_13424,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
CLT_13425,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
CLT_13426,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
CLT_13427,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
CLT_13428,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
CLT_13429,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
CLT_13430,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
CLT_13431,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
CLT_13432,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
CLT_13433,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
CLT_13434,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1
CLT_13435,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_13436,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CLT_13437,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
CLT_13438,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
CLT_13439,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1
CLT_13440,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
CLT_13441,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
CLT_13442,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0
CLT_13443,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
CLT_13444,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
CLT_13445,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0
CLT_13446,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
CLT_13447,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1
CLT_13448,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
CLT_13449,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1
CLT_13450,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1
CLT_13451,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0
CLT_13452,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
CLT_13453,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1
CLT_13454,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
CLT_13455,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
CLT_13456,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
CLT_13457,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1
CLT_13458,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
CLT_13459,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0
CLT_13460,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_13461,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0
CLT_13462,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
CLT_13463,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
CLT_13464,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0
CLT_13465,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
CLT_13466,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
CLT_13467,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
CLT_13468,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0
CLT_13469,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
CLT_13470,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0
CLT_13471,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
CLT_13472,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
CLT_13473,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
CLT_13474,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
CLT_13475,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CLT_13476,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
CLT_13477,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
CLT_13478,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
CLT_13479,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
CLT_13480,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
CLT_13481,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1
CLT_13482,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1
CLT_13483,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
CLT_13484,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
CLT_13485,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
CLT_13486,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
CLT_13487,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1
CLT_13488,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
CLT_13489,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
CLT_13490,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
CLT_13491,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0
CLT_13492,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
CLT_13493,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CLT_13494,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
CLT_13495,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1
CLT_13496,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1
CLT_13497,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
CLT_13498,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
CLT_13499,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
CLT_13500,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
CLT_13501,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
CLT_13502,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
CLT_13503,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
CLT_13504,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
CLT_13505,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
CLT_13506,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
CLT_13507,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
CLT_13508,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1
CLT_13509,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
CLT_13510,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
CLT_13511,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
CLT_13512,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
CLT_13513,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
CLT_13514,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
CLT_13515,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
CLT_13516,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
CLT_13517,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
CLT_13518,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1
CLT_13519,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
CLT_13520,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
CLT_13521,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
CLT_13522,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0
CLT_13523,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
CLT_13524,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CLT_13525,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
CLT_13526,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
CLT_13527,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
CLT_13528,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0
CLT_13529,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLT_13530,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
CLT_13531,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
CLT_13532,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
CLT_13533,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
CLT_13534,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
CLT_13535,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
CLT_13536,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
CLT_13537,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
CLT_13538,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
CLT_13539,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
CLT_13540,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1
CLT_13541,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0
CLT_13542,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
CLT_13543,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0
CLT_13544,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1
CLT_13545,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
CLT_13546,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
CLT_13547,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
CLT_13548,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1
CLT_13549,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0
CLT_13550,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1
CLT_13551,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
CLT_13552,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
CLT_13553,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
CLT_13554,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0
CLT_13555,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
CLT_13556,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0
CLT_13557,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
CLT_13558,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1
CLT_13559,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
CLT_13560,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
CLT_13561,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
CLT_13562,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
CLT_13563,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1
CLT_13564,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
CLT_13565,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
CLT_13566,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
CLT_13567,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1
CLT_13568,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
CLT_13569,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
CLT_13570,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
CLT_13571,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
CLT_13572,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
CLT_13573,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
CLT_13574,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1
CLT_13575,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
CLT_13576,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
CLT_13577,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
CLT_13578,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CLT_13579,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
CLT_13580,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
CLT_13581,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
CLT_13582,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
CLT_13583,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0
CLT_13584,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0
CLT_13585,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
CLT_13586,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
CLT_13587,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
CLT_13588,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
CLT_13589,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
CLT_13590,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
CLT_13591,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1
CLT_13592,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
CLT_13593,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
CLT_13594,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0
CLT_13595,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
CLT_13596,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
CLT_13597,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
CLT_13598,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CLT_13599,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_13600,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
CLT_13601,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
CLT_13602,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
CLT_13603,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
CLT_13604,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
CLT_13605,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
CLT_13606,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
CLT_13607,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
CLT_13608,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
CLT_13609,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
CLT_13610,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
CLT_13611,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
CLT_13612,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
CLT_13613,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0
CLT_13614,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0
CLT_13615,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
CLT_13616,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLT_13617,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
CLT_13618,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0
CLT_13619,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
CLT_13620,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
CLT_13621,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1
CLT_13622,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0
CLT_13623,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0
CLT_13624,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
CLT_13625,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
CLT_13626,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
CLT_13627,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
CLT_13628,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
CLT_13629,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
CLT_13630,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1
CLT_13631,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
CLT_13632,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
CLT_13633,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0
CLT_13634,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
CLT_13635,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
